IncidentNumber,CalYear,PropertyCategory,IncGeo_WardCode,IncGeo_WardNameNew,Easting_rounded,Northing_rounded,IncidentStationGround
151387-07112021,2021,Dwelling,E05013546,Greenhill,516050,188650,Harrow
151402-07112021,2021,Dwelling,E05013702,Clerkenwell,531150,182450,Islington
151450-07112021,2021,Dwelling,E05013632,Colindale North,521450,190550,Mill Hill
151482-07112021,2021,Dwelling,E05011471,NEW ADDINGTON SOUTH,538350,161750,Addington
151520-07112021,2021,Dwelling,E05009334,Stepney Green,535050,181750,Shadwell
151619-08112021,2021,Dwelling,E05013770,Wallington North,529050,164350,Wallington
151630-08112021,2021,Dwelling,E05009379,KING'S PARK,536450,185350,Homerton
151644-08112021,2021,Dwelling,E05013657,Frognal,525750,185350,West Hampstead
151653-08112021,2021,Dwelling,E05009330,St. Katharine's & Wapping,534850,180150,Shadwell
151688-08112021,2021,Dwelling,E05013756,Carshalton Central,526750,164250,Wallington
151762-08112021,2021,Dwelling,E05013536,South Acton,520450,180350,Acton
151793-08112021,2021,Dwelling,E05013550,Headstone,514950,188150,Harrow
151821-08112021,2021,Dwelling,E05013644,High Barnet,524050,196750,Barnet
151882-08112021,2021,Dwelling,E05013665,Kilburn,525950,183750,West Hampstead
151926-08112021,2021,Dwelling,E05013597,St. Ann's,532950,188750,Tottenham
151933-08112021,2021,Dwelling,E05011467,CRYSTAL PALACE & UPPER NORWOOD,533450,170250,Woodside
151955-08112021,2021,Dwelling,E05013535,Pitshanger,515950,181050,Ealing
152023-08112021,2021,Dwelling,E05013977,Marshalls & Rise Park,550950,190050,Romford
152076-08112021,2021,Dwelling,E05013995,Crystal Palace & Anerley,534850,169650,Beckenham
152088-08112021,2021,Dwelling,E05011107,NORTH WALWORTH,532650,178650,Old Kent Road
152091-08112021,2021,Dwelling,E05013660,Haverstock,528450,184950,Kentish Town
152102-08112021,2021,Dwelling,E05013536,South Acton,520050,179350,Acton
152135-08112021,2021,Dwelling,E05014109,St. Martin's,531750,172750,West Norwood
152145-08112021,2021,Dwelling,E05014090,Thamesmead Moorings,546950,180350,Plumstead
152150-08112021,2021,Dwelling,E05011473,NORBURY PARK,531350,169450,Norbury
152154-09112021,2021,Dwelling,E05014097,Brixton Rush Common,531150,174250,West Norwood
152175-09112021,2021,Dwelling,E05013820,Merton Park,525350,168450,Mitcham
152184-09112021,2021,Dwelling,E05011235,BARKINGSIDE,543550,188750,Ilford
152200-09112021,2021,Dwelling,E05013566,Colham & Cowley,507650,182450,Hillingdon
152235-09112021,2021,Dwelling,E05009335,Weavers,534050,183050,Shoreditch
152272-09112021,2021,Dwelling,E05014001,Orpington,546150,165050,Orpington
152284-09112021,2021,Dwelling,E05013912,Forest Gate South,539950,184850,Stratford
152285-09112021,2021,Dwelling,E05013725,Ladywell,536850,175150,Lewisham
152295-09112021,2021,Other Residential,E05014115,Streatham St. Leonard's,529850,172450,Tooting
152300-09112021,2021,Dwelling,E05013738,Fulham Reach,523850,177750,Hammersmith
152314-09112021,2021,Dwelling,E05013498,Brondesbury Park,524550,184350,West Hampstead
152356-09112021,2021,Dwelling,E05013651,Woodhouse,526050,192650,Finchley
152424-09112021,2021,Dwelling,E05011220,BLACKFEN & LAMORBEY,545250,174950,Eltham
152434-09112021,2021,Other Residential,E05009389,BROMPTON & HANS TOWN,527450,179250,Chelsea
152494-09112021,2021,Dwelling,E05013984,South Hornchurch,551850,183850,Wennington
152503-09112021,2021,Dwelling,E05014023,Tooting Bec,527750,172450,Tooting
152538-09112021,2021,Dwelling,E05013602,Tottenham Hale,534650,189550,Tottenham
152653-10112021,2021,Dwelling,E05011112,ROTHERHITHE,535350,179950,Dockhead
152694-10112021,2021,Dwelling,E05013669,St. Pancras & Somers Town,529750,183250,Euston
152747-10112021,2021,Dwelling,E05013689,Ponders End,535250,195750,Enfield
152774-10112021,2021,Dwelling,E05013614,Feltham West,509650,173050,Feltham
152810-10112021,2021,Dwelling,E05014072,Abbey Wood,546650,179150,Plumstead
152815-10112021,2021,Dwelling,E05014110,Stockwell East,530650,176150,Brixton
152826-10112021,2021,Dwelling,E05013635,East Barnet,527450,196150,Barnet
152910-10112021,2021,Dwelling,E05009333,Spitalfields & Banglatown,533850,181850,Whitechapel
153004-10112021,2021,Dwelling,E05013992,Chelsfield,547150,164750,Orpington
153007-10112021,2021,Dwelling,E05013500,Dollis Hill,521650,186250,Willesden
153026-10112021,2021,Dwelling,E05014110,Stockwell East,531150,177050,Brixton
153037-10112021,2021,Dwelling,E05013711,St. Peter's & Canalside,531850,182950,Islington
153193-11112021,2021,Dwelling,E05011107,NORTH WALWORTH,532750,178850,Old Kent Road
153194-11112021,2021,Dwelling,E05014009,Balham,528350,174050,Tooting
153305-11112021,2021,Dwelling,E05013805,Regent's Park,527350,183350,Paddington
153375-11112021,2021,Dwelling,E05009400,PEMBRIDGE,525450,180550,Kensington
153419-11112021,2021,Dwelling,E05011222,CRAYFORD,552350,174650,Bexley
153420-11112021,2021,Dwelling,E05013805,Regent's Park,526950,183350,Paddington
153424-11112021,2021,Dwelling,E05009376,HOMERTON,535450,184650,Homerton
153450-11112021,2021,Dwelling,E05013902,William Morris,536450,189950,Walthamstow
153503-11112021,2021,Dwelling,E05013882,Cann Hall,538950,185650,Leytonstone
153544-11112021,2021,Dwelling,E05013609,Chiswick Gunnersbury,520250,178050,Chiswick
153573-11112021,2021,Dwelling,E05013609,Chiswick Gunnersbury,519350,179050,Acton
153589-12112021,2021,Dwelling,E05013739,Fulham Town,524950,176750,Fulham
153591-12112021,2021,Dwelling,E05013936,King George's & Sunray,520150,165850,Surbiton
153630-12112021,2021,Dwelling,E05013594,Muswell Hill,528450,189050,Hornsey
153678-12112021,2021,Dwelling,E05013632,Colindale North,521650,191150,Mill Hill
153686-12112021,2021,Dwelling,E05009395,EARL'S COURT,525150,178550,Kensington
153693-12112021,2021,Dwelling,E05014007,St. Paul's Cray,546450,169550,Sidcup
153751-12112021,2021,Dwelling,E05013990,Bromley Common & Holwood,543450,167350,Bromley
153779-12112021,2021,Other Residential,E05013521,Ealing Common,517750,180050,Ealing
153804-12112021,2021,Dwelling,E05013721,Evelyn,536450,178450,Deptford
153855-12112021,2021,Dwelling,E05013501,Harlesden & Kensal Green,521750,183050,Park Royal
153882-12112021,2021,Dwelling,E05013792,Abbey Road,526650,182450,Paddington
153924-12112021,2021,Dwelling,E05013722,Forest Hill,534950,173750,Forest Hill
153979-12112021,2021,Dwelling,E05013808,West End,529050,181850,Euston
153990-12112021,2021,Dwelling,E05014095,Brixton Acre Lane,530550,174850,Brixton
154047-13112021,2021,Dwelling,E05013697,Arsenal,531050,186050,Holloway
154110-13112021,2021,Dwelling,E05013808,West End,528550,180650,Soho
154128-13112021,2021,Other Residential,E05013699,Bunhill,532850,182150,Shoreditch
154131-13112021,2021,Dwelling,E05013693,Town,532550,196550,Enfield
154146-13112021,2021,Dwelling,E05011466,COULSDON TOWN,529250,159250,Purley
154180-13112021,2021,Dwelling,E05013642,Golders Green,524550,188850,Hendon
154184-13112021,2021,Dwelling,E05013726,Lee Green,539350,174650,Lee Green
154327-13112021,2021,Dwelling,E05013661,Highgate,528550,186050,Kentish Town
154333-13112021,2021,Dwelling,E05014104,Herne Hill & Loughborough Junction,531350,174650,Brixton
154381-13112021,2021,Dwelling,E05013615,Hanworth Park,510850,173350,Feltham
154412-13112021,2021,Dwelling,E05013899,St. James,535950,189050,Walthamstow
154431-13112021,2021,Dwelling,E05013716,Brockley,536750,175550,Lewisham
154442-13112021,2021,Dwelling,E05009335,Weavers,534350,182350,Bethnal Green
154449-13112021,2021,Dwelling,E05013795,Harrow Road,524850,182850,North Kensington
154467-13112021,2021,Dwelling,E05013802,Pimlico North,528950,178350,Chelsea
154547-14112021,2021,Dwelling,E05009403,ROYAL HOSPITAL,527750,178550,Chelsea
154565-14112021,2021,Dwelling,E05013674,Brimsdown,535850,197450,Enfield
154568-14112021,2021,Dwelling,E05009397,HOLLAND,524150,179650,Hammersmith
154592-14112021,2021,Dwelling,E05009317,Bethnal Green,535650,182450,Bethnal Green
154605-14112021,2021,Dwelling,E05013704,Highbury,532050,186250,Stoke Newington
154608-14112021,2021,Dwelling,E05013654,Camden Square,529750,184650,Kentish Town
154635-14112021,2021,Dwelling,E05013576,Pinkwell,509050,178750,Hayes
154672-14112021,2021,Dwelling,E05009321,Bromley North,537650,182750,Poplar
154678-14112021,2021,Other Residential,E05013716,Brockley,536650,176150,New Cross
154695-14112021,2021,Dwelling,E05013590,Harringay,531750,188050,Hornsey
154757-14112021,2021,Dwelling,E05009369,CLISSOLD,532350,186750,Stoke Newington
154758-14112021,2021,Dwelling,E05013596,Northumberland Park,534450,190650,Tottenham
154779-14112021,2021,Dwelling,E05009333,Spitalfields & Banglatown,533950,181750,Whitechapel
154795-14112021,2021,Dwelling,E05011115,ST. GILES,532650,176750,Peckham
154817-14112021,2021,Dwelling,E05013645,Mill Hill,523050,191550,Mill Hill
154846-14112021,2021,Dwelling,E05013888,Grove Green,538350,186550,Leyton
154890-14112021,2021,Dwelling,E05009376,HOMERTON,535350,185250,Homerton
154951-14112021,2021,Dwelling,E05013628,Barnet Vale,526550,195450,Barnet
154963-14112021,2021,Dwelling,E05014080,Greenwich Creekside,537350,177750,Deptford
154993-14112021,2021,Dwelling,E05013822,Ravensbury,526550,167850,Mitcham
155004-14112021,2021,Dwelling,E05013622,Hounslow Heath,513050,175150,Heston
155006-14112021,2021,Dwelling,E05013802,Pimlico North,528950,178350,Chelsea
155026-15112021,2021,Dwelling,E05013522,East Acton,521150,181350,Acton
155043-15112021,2021,Other Residential,E05013699,Bunhill,532050,182350,Shoreditch
155052-15112021,2021,Dwelling,E05009333,Spitalfields & Banglatown,533850,181850,Whitechapel
155069-15112021,2021,Dwelling,E05013981,St. Alban's,552250,188450,Hornchurch
155197-15112021,2021,Dwelling,E05013503,Kilburn,525150,183250,Paddington
155223-15112021,2021,Dwelling,E05014080,Greenwich Creekside,538250,177750,Greenwich
155235-15112021,2021,Dwelling,E05013797,Knightsbridge & Belgravia,528350,179150,Chelsea
155257-15112021,2021,Other Residential,E05013702,Clerkenwell,531450,182650,Islington
155263-15112021,2021,Dwelling,E05013573,Ickenham & South Harefield,506750,186250,Ruislip
155267-15112021,2021,Dwelling,E05011467,CRYSTAL PALACE & UPPER NORWOOD,532550,170850,West Norwood
155276-15112021,2021,Dwelling,E05013724,Hither Green,539450,172850,Lee Green
155282-15112021,2021,Dwelling,E05011106,NORTH BERMONDSEY,534150,179650,Dockhead
155285-15112021,2021,Dwelling,E05013690,Ridgeway,530950,196750,Southgate
155292-15112021,2021,Dwelling,E05011477,PURLEY OAKS & RIDDLESDOWN,531750,161550,Purley
155315-15112021,2021,Dwelling,E05013510,Stonebridge,520750,184250,Park Royal
155317-15112021,2021,Dwelling,E05013648,West Finchley,525550,191650,Finchley
155328-15112021,2021,Dwelling,E05011104,LONDON BRIDGE & WEST BERMONDSEY,533650,179850,Dockhead
155351-15112021,2021,Dwelling,E05011488,WEST THORNTON,531550,167050,Norbury
155361-15112021,2021,Dwelling,E05011103,GOOSE GREEN,534250,175050,Peckham
155387-15112021,2021,Dwelling,E05013997,Farnborough & Crofton,545050,166350,Orpington
155416-15112021,2021,Dwelling,E05013724,Hither Green,538550,174550,Lewisham
155516-15112021,2021,Dwelling,E05014011,East Putney,524150,174550,Wandsworth
155527-16112021,2021,Dwelling,E05013722,Forest Hill,534950,172250,Forest Hill
155590-16112021,2021,Dwelling,E05013802,Pimlico North,529650,178350,Lambeth
155617-16112021,2021,Dwelling,E05009319,Bow East,537050,183250,Bethnal Green
155623-16112021,2021,Dwelling,E05009335,Weavers,534250,182950,Bethnal Green
155658-16112021,2021,Dwelling,E05013525,Hanwell Broadway,516650,180450,Ealing
155691-16112021,2021,Dwelling,E05013813,Cricket Green,527450,168950,Mitcham
155696-16112021,2021,Other Residential,E05013722,Forest Hill,534550,172350,Forest Hill
155712-16112021,2021,Dwelling,E05013813,Cricket Green,527450,168950,Mitcham
155745-16112021,2021,Dwelling,E05009373,HACKNEY DOWNS,534150,186250,Stoke Newington
155756-16112021,2021,Dwelling,E05014088,Plumstead Common,544150,177550,Plumstead
155757-16112021,2021,Dwelling,E05013906,Canning Town North,539150,182850,Plaistow
155784-16112021,2021,Dwelling,E05013943,St. Mark's & Seething Wells,518450,168150,Surbiton
155820-16112021,2021,Dwelling,E05013653,Bloomsbury,529350,182250,Euston
155824-16112021,2021,Dwelling,E05011109,OLD KENT ROAD,533850,178350,Old Kent Road
155882-16112021,2021,Dwelling,E05013631,Childs Hill,524550,187350,Hendon
155886-16112021,2021,Dwelling,E05014062,Goresbrook,548150,184250,Barking
155932-16112021,2021,Dwelling,E05011228,NORTHUMBERLAND HEATH,550050,176850,Bexley
156074-17112021,2021,Dwelling,E05013553,Marlborough,515850,188950,Harrow
156097-17112021,2021,Dwelling,E05011245,HAINAULT,545450,192250,Hainault
156104-17112021,2021,Dwelling,E05013761,St. Helier East,527350,166650,Mitcham
156128-17112021,2021,Dwelling,E05014013,Furzedown,529250,171350,Tooting
156151-17112021,2021,Dwelling,E05013549,Hatch End,512850,191250,Harrow
156230-17112021,2021,Dwelling,E05013569,Hayes Town,509550,179450,Hayes
156232-17112021,2021,Dwelling,E05014017,Roehampton,522050,174150,Wandsworth
156236-17112021,2021,Dwelling,E05014104,Herne Hill & Loughborough Junction,532050,176450,Brixton
156247-17112021,2021,Dwelling,E05013911,Forest Gate North,540150,185250,Stratford
156283-17112021,2021,Dwelling,E05013630,Burnt Oak,520250,191450,Mill Hill
156336-17112021,2021,Dwelling,E05013539,Southall West,512050,180450,Southall
156352-17112021,2021,Dwelling,E05014010,Battersea Park,528450,176850,Clapham
156354-17112021,2021,Dwelling,E05014097,Brixton Rush Common,530850,174650,Brixton
156406-17112021,2021,Dwelling,E05013797,Knightsbridge & Belgravia,528450,179050,Chelsea
156435-17112021,2021,Dwelling,E05014104,Herne Hill & Loughborough Junction,532150,176350,Brixton
156517-18112021,2021,Dwelling,E05011103,GOOSE GREEN,533650,175150,Peckham
156527-18112021,2021,Dwelling,E05013710,St. Mary's & St. James',531750,183650,Islington
156607-18112021,2021,Dwelling,E05013501,Harlesden & Kensal Green,521950,183450,Willesden
156644-18112021,2021,Dwelling,E05013887,Forest,539150,188150,Leytonstone
156645-18112021,2021,Dwelling,E05013722,Forest Hill,535750,174050,Forest Hill
156674-18112021,2021,Dwelling,E05014017,Roehampton,522150,173750,Wandsworth
156686-18112021,2021,Dwelling,E05011104,LONDON BRIDGE & WEST BERMONDSEY,533550,179250,Dockhead
156687-18112021,2021,Dwelling,E05009384,STAMFORD HILL WEST,532850,186950,Stoke Newington
156714-18112021,2021,Dwelling,E05013532,Northolt West End,511650,183050,Southall
156744-18112021,2021,Dwelling,E05011485,SOUTH NORWOOD,533150,167850,Woodside
156747-18112021,2021,Dwelling,E05014102,Clapham Town,528650,175650,Clapham
156749-18112021,2021,Dwelling,E05013915,Little Ilford,542750,185450,Ilford
156782-18112021,2021,Dwelling,E05013567,Eastcote,511450,188550,Ruislip
156830-18112021,2021,Dwelling,E05013717,Catford South,538950,171550,Bromley
156839-18112021,2021,Dwelling,E05013617,Heston Central,512650,177550,Heston
156891-18112021,2021,Dwelling,E05011223,CROOK LOG,548350,176350,Bexley
156953-18112021,2021,Dwelling,E05009380,LEA BRIDGE,535350,185850,Homerton
157007-19112021,2021,Dwelling,E05014113,Streatham Hill East,531050,172750,West Norwood
157014-19112021,2021,Dwelling,E05011111,PECKHAM RYE,534650,175450,New Cross
157019-19112021,2021,Dwelling,E05013992,Chelsfield,545850,163650,Orpington
157043-19112021,2021,Dwelling,E05013511,Sudbury,516150,185350,Wembley
157054-19112021,2021,Dwelling,E05011232,THAMESMEAD EAST,547550,179950,Erith
157087-19112021,2021,Dwelling,E05013993,Chislehurst,544350,170850,Sidcup
157130-19112021,2021,Dwelling,E05013817,Lavender Fields,527550,169350,Mitcham
157170-19112021,2021,Dwelling,E05013632,Colindale North,521650,190450,Mill Hill
157176-19112021,2021,Dwelling,E05013509,Roundwood,521250,184250,Willesden
157218-19112021,2021,Dwelling,E05013899,St. James,535950,188550,Walthamstow
157226-19112021,2021,Dwelling,E05013503,Kilburn,525150,182650,Paddington
157274-19112021,2021,Dwelling,E05013801,Marylebone,527950,181950,Paddington
157288-19112021,2021,Dwelling,E05013724,Hither Green,539050,174250,Lewisham
157298-19112021,2021,Dwelling,E05013504,Kingsbury,520550,189550,Stanmore
157318-19112021,2021,Dwelling,E05013592,Highgate,528750,187950,Hornsey
157326-19112021,2021,Dwelling,E05014117,Vauxhall,530950,178250,Lambeth
157368-19112021,2021,Dwelling,E05013668,Regent's Park,528550,183450,Euston
157385-19112021,2021,Dwelling,E05011097,CHAMPION HILL,533450,175550,Peckham
157410-19112021,2021,Dwelling,E05013667,Primrose Hill,527150,184150,West Hampstead
157411-19112021,2021,Dwelling,E05009324,Island Gardens,538450,178650,Millwall
157424-19112021,2021,Dwelling,E05013682,Haselbury,533650,194550,Edmonton
157427-19112021,2021,Dwelling,E05013546,Greenhill,515950,188250,Harrow
157436-19112021,2021,Dwelling,E05009383,SPRINGFIELD,533650,187750,Stoke Newington
157454-19112021,2021,Dwelling,E05013719,Deptford,536750,177050,New Cross
157488-20112021,2021,Dwelling,E05013817,Lavender Fields,527650,169850,Mitcham
157492-20112021,2021,Dwelling,E05011248,MAYFIELD,544950,185550,Ilford
157580-20112021,2021,Dwelling,E05013531,Northolt Mandeville,512250,184250,Northolt
157594-20112021,2021,Dwelling,E05013614,Feltham West,509550,172850,Feltham
157664-20112021,2021,Dwelling,E05013680,Enfield Lock,535750,198750,Enfield
157667-20112021,2021,Dwelling,E05013810,Abbey,525450,169750,Wimbledon
157678-20112021,2021,Dwelling,E05011218,BELVEDERE,549250,178450,Erith
157686-20112021,2021,Dwelling,E05014070,Village,550450,184350,Dagenham
157828-20112021,2021,Dwelling,E05011484,SOUTH CROYDON,531950,163350,Croydon
157841-20112021,2021,Dwelling,E05013737,Coningham,522350,179950,Hammersmith
157850-20112021,2021,Dwelling,E05014017,Roehampton,522050,173750,Wandsworth
157911-20112021,2021,Dwelling,E05014010,Battersea Park,528350,176550,Battersea
157930-20112021,2021,Dwelling,E05013538,Southall Green,511150,179150,Southall
157976-20112021,2021,Dwelling,E05013724,Hither Green,539150,173150,Lee Green
157987-20112021,2021,Dwelling,E05013807,Vincent Square,529750,178950,Lambeth
158021-20112021,2021,Dwelling,E05013736,College Park & Old Oak,523050,181250,North Kensington
158065-21112021,2021,Dwelling,E05013582,Wood End,510350,180950,Hayes
158081-21112021,2021,Dwelling,E05013520,Ealing Broadway,516750,180850,Ealing
158126-21112021,2021,Dwelling,E05009323,Canary Wharf,537550,179550,Millwall
158149-21112021,2021,Dwelling,E05013927,West Ham,539150,183950,Stratford
158187-21112021,2021,Dwelling,E05013571,Hillingdon East,508050,184550,Hillingdon
158214-21112021,2021,Dwelling,E05011108,NUNHEAD & QUEEN'S ROAD,535150,175550,New Cross
158216-21112021,2021,Dwelling,E05011106,NORTH BERMONDSEY,534950,178950,Dockhead
158221-21112021,2021,Dwelling,E05013591,Hermitage & Gardens,531950,187950,Tottenham
158273-21112021,2021,Other Residential,E05014023,Tooting Bec,528650,171950,Tooting
158332-21112021,2021,Dwelling,E05013666,King's Cross,530750,182750,Euston
